timestamp,title,reason
2025-12-05T20:12:23.718453,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:23.719452,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:23.719452,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:23.719452,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:23.720448,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:23.721952,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:23.721952,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:23.723472,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:23.723472,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:25.604575,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:25.604575,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:25.604575,Colchón Matrimonial Restonic Moon Care Confort Ortopédico Gris Oscuro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:25.604575,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:25.606077,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:25.606077,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:25.606077,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:25.606077,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:25.607076,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:25.607578,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:25.607578,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:25.607578,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:25.608778,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:25.609209,Colchón Restonic King Size Leyen + 5 Años Color Gris Oscuro,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:25.609840,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:25.609840,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:25.610844,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:25.610844,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:26.396205,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:26.396205,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:26.396205,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:26.396205,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:26.397225,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:26.397225,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:26.397225,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:26.397225,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:26.398235,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:26.398235,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:26.399339,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:26.399339,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:26.400346,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:26.401342,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:26.401342,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:26.403188,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:30.122806,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:30.122806,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:30.123798,Colchón Matrimonial Restonic Moon Care Confort Ortopédico Gris Oscuro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:30.123798,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:30.123798,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:30.124302,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:30.124302,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:30.124302,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:30.125436,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:30.125938,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:30.125938,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:30.125938,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:30.126944,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:30.127960,Colchón Restonic King Size Leyen + 5 Años Color Gris Oscuro,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:30.127960,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:30.129248,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:30.130274,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:30.131280,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:32.961237,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:32.961237,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:32.961237,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:32.961237,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:32.961237,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:32.961237,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:32.961237,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:32.961237,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:32.961237,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:32.961237,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:32.962536,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:32.962536,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:32.963571,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:32.963571,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:32.963571,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:32.964590,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:36.038351,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.038351,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:36.038351,Colchón Matrimonial Restonic Moon Care Confort Ortopédico Gris Oscuro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.038351,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:36.038351,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:36.039364,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:36.039364,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:36.039364,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.039364,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:36.039364,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:36.039364,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:36.039364,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:36.040369,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.040369,Colchón Restonic King Size Leyen + 5 Años Color Gris Oscuro,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.041940,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.042958,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.044853,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:36.044853,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:36.123308,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.123308,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:36.123308,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:36.123308,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:36.123308,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:36.123308,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:36.123308,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.124434,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:36.124434,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:36.124434,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:36.124434,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:36.125824,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.126826,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.126826,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.128846,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:36.129848,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:36.142052,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.142052,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:36.142052,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:36.142052,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:36.143175,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:36.143175,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:36.143175,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.144204,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:36.144536,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:36.145340,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:36.145340,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:36.145340,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.146492,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.147994,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.149044,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:36.149683,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:36.401816,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.401816,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:36.401816,Colchón Matrimonial Restonic Moon Care Confort Ortopédico Gris Oscuro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.401816,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:36.401816,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:36.401816,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:36.402815,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:36.402815,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.402815,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:36.403839,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:36.403839,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:36.403839,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:36.404845,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.404845,Colchón Restonic King Size Leyen + 5 Años Color Gris Oscuro,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.405984,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:36.405984,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:36.406980,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:36.408257,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:37.071649,Colchón Matrimonial Noite Plus Con Memory Adapt Gris,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:37.071649,"Kids House Cocina De Madera Ultimate Expresso, Cocinita De Juguete Infantil, Color Café, Con Refrigerador Y Amplios Espacios Para Almacenar",🏠 Línea blanca/muebles: 'refrigerador'
2025-12-05T20:12:37.071649,Colchón Matrimonial Restonic Moon Care Confort Ortopédico Gris Oscuro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:37.071649,Xiudeen Parrilla Empotrable A Gas 4 Quemadores Estufa De Gas Mesa Vidrio Templado Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:37.071649,Hidrolavadora Electrica 1200w 1600 Psi Alta Presion Amarillo 60hz,🏠 Línea blanca/muebles: 'lavadora'
2025-12-05T20:12:37.072664,"Beyond Vitamins | Magnesio Complex |citrato De Magnesio Polvo, Glicinato De Magnesio, Gluconato De Magnesio Y Óxido De Magnesio | Vitaminas Mujer / Hombre - Magnesium - 180 Cápsulas",💊 Farmacia/suplemento: 'vitamina'
2025-12-05T20:12:37.072664,"Bafle Kaiser Msa-7515mx 15\ Recargable Bt, Altavoz, Negro",💳 Digital: 'recarga'
2025-12-05T20:12:37.072664,Colchón Plus Turin Matrimonial Nuevo Ortopedico Economico Azul Claro,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:37.073660,Silla De Ruedas Plegable De Lujo Acero Compacta Todo Terreno Descansabrazos Cómodos Seguros Negro Medical,📚 Misceláneo: 'silla de ruedas'
2025-12-05T20:12:37.073660,"Bocina 8  Pulgadas Bafle Recargable Msa-7908mx 8hrs 15,000w Pmpo/25w Rms Ksr-link Con Luces Led Control Remoto Y Micrófono Alámbrico De Regalo Color Negro",💳 Digital: 'recarga'
2025-12-05T20:12:37.073660,Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,🏠 Línea blanca/muebles: 'estufa'
2025-12-05T20:12:37.075131,Colchoneta Memory Foam Matrimonial Sobre Colchón Fresca 5cm Color Azul,🏠 Línea blanca/muebles: 'colchon'
2025-12-05T20:12:37.076125,Cubot King Kong 8 Dual Sim 256 Gb Negro 6 Gb Ram,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:37.076628,Colchón Restonic King Size Leyen + 5 Años Color Gris Oscuro,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:37.077130,Cubot Kingkong 11 Dual Sim 5g 256 Gb Negro 16 Gb(+16gb) Ram Android 15,🏠 Línea blanca/muebles: 'king'
2025-12-05T20:12:37.077130,Colchón Matrimonial Full Dream Espuma Sky Dream Aglutinado Ortopédico Color Azul,🏠 Línea blanca/muebles: 'matrimonial'
2025-12-05T20:12:37.079279,Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono Negro,💳 Digital: 'recarga'
2025-12-05T20:12:37.079279,Colchon King Size Bio Cotton Memory Foam Bio Mattress Color Blanco,🏠 Línea blanca/muebles: 'colchon'
