ts,title,price_now,price_prev,discount_pct,url,image
2025-11-13 17:42:43,Notebook Elitebook 645 G9 14  Plateado 256gb Ssd - Amd Ryzen 5 Pro - Excelente (Reacondicionado),4128.0,12511.0,67.01,https://www.mercadolibre.com.mx/notebook-elitebook-645-g9-14-plateado-256gb-ssd-amd-ryzen-5-pro-excelente-reacondicionado/p/MLM2024266816#polycard_client=offers&deal_print_id=cfa4b16e-0da7-454b-bce7-820dcc75dfcc&tracking_id=513792e6-1a0a-444d-94ec-a3747d2844e9&wid=MLM2437046585&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_670091-MLA87066202049_072025-Q.jpg
2025-11-13 17:42:45,Colchón Emma Matrimonial | Memory Foam | Tecnología Alemana Color Blanco,6639.0,19219.0,65.46,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_882652-MLA95676798160_102025-Q.jpg
2025-11-13 17:42:46,Colchón Emma Comfort Premium King Size Memory Foam+resortes Color Blanco,6649.0,17739.0,62.52,https://www.mercadolibre.com.mx/colchon-emma-comfort-premium-king-size-memory-foamresortes-color-blanco/p/MLM29638975#polycard_client=offers&deal_print_id=a9cff8f6-e63c-413e-b321-b82d92b72390&position=29&tracking_id=48ddf4a9-395c-498b-9c8a-623221eb2dcb&wid=MLM2005969907&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_802344-MLA95661490500_102025-Q.jpg
2025-11-13 17:42:47,Caminadora Electrica 2.75hp Centurfit 1 -14km/h Inclinacion Manual Conexion App Bluetooth 12 Programas De Entrenamiento Pantlla Led Con Bocinas Entrenamiento,3502.0,8599.0,59.27,https://www.mercadolibre.com.mx/caminadora-electrica-275hp-centurfit-1-14kmh-inclinacion-manual-conexion-app-bluetooth-12-programas-de-entrenamiento-pantlla-led-con-bocinas-entrenamiento/p/MLM58210098#polycard_client=offers&deal_print_id=cfa4b16e-0da7-454b-bce7-820dcc75dfcc&tracking_id=513792e6-1a0a-444d-94ec-a3747d2844e9&wid=MLM4138055882&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_880156-MLA95714425648_102025-Q.jpg
2025-11-13 17:42:48,"Point Smart 2, Terminal Para Tarjetas Con Internet Gratis",399.0,1899.0,78.99,https://www.mercadolibre.com.mx/point-smart-2-terminal-para-tarjetas-con-internet-gratis/p/MLM43420119#polycard_client=offers&deal_print_id=a9cff8f6-e63c-413e-b321-b82d92b72390&position=47&tracking_id=48ddf4a9-395c-498b-9c8a-623221eb2dcb&wid=MLM2226305939&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_936496-MLA95700906078_102025-Q.jpg
2025-11-13 18:11:02,Colchón Emma Hybrid Matrimonial | Memory Foam & Resortes Color Blanco/gris,6858.0,23969.0,71.39,https://www.mercadolibre.com.mx/colchon-emma-hybrid-matrimonial-memory-foam-resortes-color-blancogris/p/MLM19361500#polycard_client=offers&deal_print_id=cde50166-876d-49f0-b613-e3c72d70e9d4&tracking_id=369085b0-0ff8-4ddb-bb5c-f3be673c48f6&wid=MLM2673768734&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_906661-MLA95685032352_102025-Q.jpg
2025-11-13 18:11:03,Silla De Ruedas Eléctrica Plegable Todo Terreno Gris Joystick Ajustable Asiento Acolchado Descansabrazos Abatibles Cinturón Frenos Electromagnéticos,7739.0,25499.0,69.65,https://www.mercadolibre.com.mx/silla-de-ruedas-electrica-plegable-todo-terreno-gris-joystick-ajustable-asiento-acolchado-descansabrazos-abatibles-cinturon-frenos-electromagneticos/p/MLM34721248#polycard_client=offers&deal_print_id=4f9f6a22-743a-4da4-84b6-bf93d13fe03b&tracking_id=3864ee0b-4e00-440d-806d-1bac264e1ab8&wid=MLM3582058834&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_748573-MLA82684239894_032025-Q.jpg
2025-11-13 18:26:36,Colchón Emma Hybrid King Size | Memory Foam & Resortes Color Blanco,10119.0,35259.0,71.3,https://www.mercadolibre.com.mx/colchon-emma-hybrid-king-size-memory-foam-resortes-color-blanco/p/MLM34127350#polycard_client=offers&deal_print_id=5161e488-d5f0-4d4e-b08f-5e37360db995&tracking_id=05c20101-5857-4e6b-9dc3-b8f3a3ae4415&wid=MLM2029693337&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_752806-MLA96402082911_102025-Q.jpg
2025-11-13 18:57:13,Colchón Emma Hybrid Matrimonial | Memory Foam & Resortes Color Blanco/gris,6858.0,23969.0,71.39,https://www.mercadolibre.com.mx/colchon-emma-hybrid-matrimonial-memory-foam-resortes-color-blancogris/p/MLM19361500#polycard_client=offers&deal_print_id=8736dd6a-85ca-4816-a43d-21eb89259807&tracking_id=6b654083-2f91-4f17-af13-cfc820d84482&wid=MLM2673768734&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_906661-MLA95685032352_102025-Q.jpg
2025-11-13 18:57:14,Colchón Emma Hybrid King Size | Memory Foam & Resortes Color Blanco,10119.0,35259.0,71.3,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_752806-MLA96402082911_102025-Q.jpg
2025-11-13 18:57:15,Colchón Emma Hybrid King Size | Memory Foam & Resortes Color Blanco,10119.0,35259.0,71.3,https://www.mercadolibre.com.mx/colchon-emma-hybrid-king-size-memory-foam-resortes-color-blanco/p/MLM34127350#polycard_client=offers&deal_print_id=45018f05-7bb0-41f0-8581-25cccf365059&tracking_id=d82b8505-1913-4f0a-bc20-a1a24408c417&wid=MLM2029693337&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_752806-MLA96402082911_102025-Q.jpg
2025-11-13 18:57:15,Silla De Ruedas Eléctrica Plegable Todo Terreno Gris Joystick Ajustable Asiento Acolchado Descansabrazos Abatibles Cinturón Frenos Electromagnéticos,7739.0,25499.0,69.65,https://www.mercadolibre.com.mx/silla-de-ruedas-electrica-plegable-todo-terreno-gris-joystick-ajustable-asiento-acolchado-descansabrazos-abatibles-cinturon-frenos-electromagneticos/p/MLM34721248#polycard_client=offers&deal_print_id=45018f05-7bb0-41f0-8581-25cccf365059&tracking_id=d82b8505-1913-4f0a-bc20-a1a24408c417&wid=MLM3582058834&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_748573-MLA82684239894_032025-Q.jpg
2025-11-13 19:13:16,Colchón Emma Hybrid Matrimonial | Memory Foam & Resortes Color Blanco/gris,6858.0,23969.0,71.39,https://www.mercadolibre.com.mx/colchon-emma-hybrid-matrimonial-memory-foam-resortes-color-blancogris/p/MLM19361500#polycard_client=offers&deal_print_id=4604b0b0-99f8-4224-8b79-248a78781ba9&tracking_id=ed7134fd-d3eb-4d87-9f67-de626595bbff&wid=MLM2673768734&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_906661-MLA95685032352_102025-Q.jpg
2025-11-13 19:13:16,Colchón Emma Hybrid King Size | Memory Foam & Resortes Color Blanco,10119.0,35259.0,71.3,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_752806-MLA96402082911_102025-Q.jpg
2025-11-13 19:13:17,Colchón Emma Hybrid King Size | Memory Foam & Resortes Color Blanco,10119.0,35259.0,71.3,https://www.mercadolibre.com.mx/colchon-emma-hybrid-king-size-memory-foam-resortes-color-blanco/p/MLM34127350#polycard_client=offers&deal_print_id=3e3db62a-041e-4c9a-8a67-42979aaa4b30&tracking_id=527d67ec-6c08-4db4-838d-77c846e0dbd4&wid=MLM2029693337&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_752806-MLA96402082911_102025-Q.jpg
2025-11-13 19:27:28,Notebook Elitebook 645 G9 14  Plateado 256gb Ssd - Amd Ryzen 5 Pro - Excelente (Reacondicionado),4128.0,12511.0,67.01,https://www.mercadolibre.com.mx/notebook-elitebook-645-g9-14-plateado-256gb-ssd-amd-ryzen-5-pro-excelente-reacondicionado/p/MLM2024266816#polycard_client=offers&deal_print_id=881166cc-7d8f-43d4-aa5b-857fac32b9a6&tracking_id=1611d0cf-deeb-4413-94e3-c2fee3c9dd1b&wid=MLM2437046585&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_670091-MLA87066202049_072025-Q.jpg
2025-11-13 19:28:30,Arbol Navidad Nevado Calidad Premium 1.9m Pino Navideño Acabado Escarchado De Nieve Y Copos Ramas Frondosas Plegables,1689.0,4999.0,66.21,https://www.mercadolibre.com.mx/arbol-navidad-nevado-calidad-premium-19m-pino-navideno-acabado-escarchado-de-nieve-y-copos-ramas-frondosas-plegables/p/MLM56932113#polycard_client=offers&deal_print_id=03344f99-1800-439f-a3b3-2488da043ff8&tracking_id=4b5e21c6-6cb6-47cc-8bf0-66eea87478da&wid=MLM4105564820&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_899479-MLA95845121381_102025-Q.jpg
2025-11-13 19:29:30,Colchón Emma Matrimonial | Memory Foam | Tecnología Alemana Color Blanco,6639.0,19219.0,65.46,https://www.mercadolibre.com.mx/colchon-emma-matrimonial-memory-foam-tecnologia-alemana-color-blanco/p/MLM17351736#polycard_client=offers&deal_print_id=d3189ca6-63a8-41a5-bccd-17ee9267d139&tracking_id=3c3022f4-6f74-41d0-8475-078b682cfae0&wid=MLM1961226289&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_882652-MLA95676798160_102025-Q.jpg
2025-11-13 19:30:32,Colchón Matrimonial Emma Comfort Memory Foam Anti Movimiento Color Blanco,4369.0,12499.0,65.05,https://www.mercadolibre.com.mx/colchon-matrimonial-emma-comfort-memory-foam-anti-movimiento-color-blanco/p/MLM35733006#polycard_client=offers&deal_print_id=3a688620-9fcd-4833-999e-b84e2cf07ec7&tracking_id=6db157f4-566f-4ce9-96e3-4486cccbccb7&wid=MLM3105013466&sid=offers?matt_word=promoadictos&matt_tool=42575146,https://http2.mlstatic.com/D_NQ_NP_612329-MLA95981460080_102025-Q.jpg
